2025-09-20 18:28:03 - ROBOTY.main - INFO - Запуск приложения ROBOTY
2025-09-20 18:28:03 - ROBOTY.main - INFO - Применена тема: light
2025-09-20 18:28:03 - ROBOTY.main - INFO - Интерфейс инициализирован
2025-09-20 18:28:03 - ROBOTY.main - INFO - Приложение успешно запущено
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 69: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 70 (ID: 70) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 70 (ID: 70) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 70: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 71 (ID: 71) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 71 (ID: 71) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 71: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 72 (ID: 72) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 72 (ID: 72) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 72: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 73 (ID: 73) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 73 (ID: 73) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 73: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 74 (ID: 74) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 74 (ID: 74) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 74: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 75 (ID: 75) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 75 (ID: 75) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 75: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 76 (ID: 76) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 76 (ID: 76) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 76: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 77 (ID: 77) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 77 (ID: 77) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 77: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 78 (ID: 78) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 78 (ID: 78) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 78: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 79 (ID: 79) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 79 (ID: 79) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 79: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 80 (ID: 80) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 80 (ID: 80) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 80: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 81 (ID: 81) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 81 (ID: 81) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 81: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 82 (ID: 82) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 82 (ID: 82) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 82: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 83 (ID: 83) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 83 (ID: 83) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 83: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 84 (ID: 84) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 84 (ID: 84) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 84: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 85 (ID: 85) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 85 (ID: 85) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 85: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 86 (ID: 86) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 86 (ID: 86) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 86: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 87 (ID: 87) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 87 (ID: 87) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 87: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 88 (ID: 88) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 88 (ID: 88) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 88: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 89 (ID: 89) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 89 (ID: 89) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 89: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 90 (ID: 90) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 90 (ID: 90) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 90: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 91 (ID: 91) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 91 (ID: 91) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 91: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 92 (ID: 92) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 92 (ID: 92) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 92: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 93 (ID: 93) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 93 (ID: 93) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 93: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 94 (ID: 94) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 94 (ID: 94) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 94: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 95 (ID: 95) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 95 (ID: 95) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 95: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 96 (ID: 96) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 96 (ID: 96) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 96: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 97 (ID: 97) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 97 (ID: 97) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 97: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 98 (ID: 98) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 98 (ID: 98) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 98: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 99 (ID: 99) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 99 (ID: 99) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 99: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование траектории для робота 100 (ID: 100) с 0 операциями
2025-09-20 18:28:10 - ROBOTY.planner - WARNING - Робот 100 (ID: 100) не получил операций - создаем статическую траекторию
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Робот 100: траектория содержит 1 точек
2025-09-20 18:28:10 - ROBOTY.planner - INFO - Планирование завершено. Makespan: 5.72
2025-09-20 18:28:10 - ROBOTY.main - INFO - Планировщик успешно завершил работу
2025-09-20 18:28:10 - ROBOTY.collision - INFO - Начинаем детальную проверку коллизий
2025-09-20 18:28:10 - ROBOTY.collision - DEBUG - Проверяем коллизии в диапазоне времени: 0.00 - 5.72
2025-09-20 18:28:11 - ROBOTY.collision - INFO - Коллизий не обнаружено
2025-09-20 18:28:11 - ROBOTY.main - INFO - Коллизий не обнаружено
2025-09-20 18:28:11 - ROBOTY.main - INFO - Открытие визуализатора
2025-09-20 18:28:11 - ROBOTY.visualizer - INFO - Запуск визуализации типа: 3d
2025-09-20 18:28:11 - ROBOTY.visualizer - INFO - Создание 3D визуализации траекторий
2025-09-20 18:28:11 - ROBOTY.visualizer - INFO - 3D визуализация создана
2025-09-20 18:28:11 - ROBOTY.visualizer - INFO - Визуализация сохранена в файл: /Users/maksimchernukha/Pictures/ROBOTY/viz/../outputs/visualizations/visualization_3d_20250920_182811.html
2025-09-20 18:28:12 - ROBOTY.visualizer - INFO - Визуализация открыта в браузере
2025-09-20 18:28:12 - ROBOTY.main - INFO - Визуализация успешно завершена
2025-09-20 18:28:21 - ROBOTY.main - INFO - Запуск планировщика
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Запуск планировщика траекторий
2025-09-20 18:28:21 - ROBOTY.assigner - INFO - Начинаем назначение операций методом: balanced
2025-09-20 18:28:21 - ROBOTY.assigner - WARNING - Операций (30) меньше или равно количеству роботов (100)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 0 назначена роботу 0 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 1 назначена роботу 1 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 2 назначена роботу 2 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 3 назначена роботу 3 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 4 назначена роботу 4 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 5 назначена роботу 5 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 6 назначена роботу 6 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 7 назначена роботу 7 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 8 назначена роботу 8 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 9 назначена роботу 9 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 10 назначена роботу 10 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 11 назначена роботу 11 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 12 назначена роботу 12 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 13 назначена роботу 13 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 14 назначена роботу 14 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 15 назначена роботу 15 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 16 назначена роботу 16 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 17 назначена роботу 17 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 18 назначена роботу 18 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 19 назначена роботу 19 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 20 назначена роботу 20 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 21 назначена роботу 21 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 22 назначена роботу 22 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 23 назначена роботу 23 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 24 назначена роботу 24 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 25 назначена роботу 25 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 26 назначена роботу 26 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 27 назначена роботу 27 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 28 назначена роботу 28 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.assigner - DEBUG - Операция 29 назначена роботу 29 (принудительное назначение)
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Операции назначены методом: balanced
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 1 (ID: 1) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 3.98
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 3.98
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 1: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 2 (ID: 2) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 4.07
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 4.07
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 2: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 3 (ID: 3) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 4.43
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 4.43
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 3: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 4 (ID: 4) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 4.58
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 4.58
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 4: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 5 (ID: 5) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 4.69
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 4.69
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 5: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 6 (ID: 6) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 4.39
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 4.39
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 6: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 7 (ID: 7) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 3.42
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 3.42
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 7: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 8 (ID: 8) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 4.46
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 4.46
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 8: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 9 (ID: 9) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 4.93
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 4.93
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 9: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 10 (ID: 10) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 3.59
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 3.59
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 10: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 11 (ID: 11) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 4.19
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 4.19
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 11: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 12 (ID: 12) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 3.85
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 3.85
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 12: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 13 (ID: 13) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 5.72
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 5.72
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 13: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 14 (ID: 14) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 3.00
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 3.00
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 14: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 15 (ID: 15) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 3.72
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 3.72
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 15: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 16 (ID: 16) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 4.39
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 4.39
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 16: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 17 (ID: 17) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 2.85
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 2.85
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 17: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 18 (ID: 18) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 3.91
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 3.91
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 18: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 19 (ID: 19) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 2.99
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 2.99
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 19: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 20 (ID: 20) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 4.65
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 4.65
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 20: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 21 (ID: 21) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 3.50
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 3.50
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 21: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 22 (ID: 22) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 4.66
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 4.66
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 22: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 23 (ID: 23) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 4.11
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 4.11
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 23: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 24 (ID: 24) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 3.22
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 3.22
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 24: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 25 (ID: 25) с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 1 операциями
2025-09-20 18:28:21 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 4.74
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 4.74
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Робот 25: траектория содержит 24 точек
2025-09-20 18:28:21 - ROBOTY.planner - INFO - Планирование траектории для робота 26 (ID: 26) с 1 операциями
